,Time,Modelled Vertical Force,Modelled North Force,Modelled East Force,Inversed Vertical Force,Inversed North Force,Inversed East Force
73,75.4078212291,-10145765840.3,4087173867.914058,-427792161.9826114,,,
74,76.4134078212,-12036842973.7,14343011481.521742,-3739942558.978496,,,
75,77.4189944134,-13506678852.8,22114038591.522907,-6416877420.5237255,,,
76,78.4245810056,-13397826131.0,24513964617.81009,-7660372938.162032,,,
77,79.4301675978,-11483201206.2,21356829913.393,-7441650922.954519,,,
78,80.4357541899,-8516280555.65,15097787355.64911,-6429581937.941242,,,
79,81.4413407821,-5450997392.27,8556738897.425235,-5305635797.881185,,,
80,82.4469273743,-2880319068.47,3375946024.789233,-4347386923.361809,,,
81,83.45251396649999,-1020648479.75,44662932.92566419,-3555068684.636945,,,
82,84.45810055870001,153492171.728,-1615617726.1149282,-2897238884.829488,,,
83,85.4636871508,816338790.223,-2059778823.397207,-2396470995.074393,,,
84,86.469273743,1187073986.91,-1750904131.497023,-2101654677.6901584,,,
85,87.47486033519999,1415359730.77,-1020883678.9954808,-2046678619.4309208,,,
86,88.48044692740001,1529118574.65,-48808315.90596616,-2219009582.5329404,,,
87,89.4860335196,1493952166.28,1059110802.5173464,-2530064885.198191,,,
88,90.4916201117,1332317471.23,2152870721.8347077,-2815402206.09844,,,
89,91.49720670389999,1150237201.5,3019065077.499424,-2907309369.558331,,,
90,92.50279329610001,1044817510.65,3476923191.065691,-2726727745.81964,,,
91,93.5083798883,1042089990.24,3448973406.671708,-2296700709.040619,,,
92,94.5139664804,1115709156.32,2948602833.8148623,-1686182870.497273,,,
93,95.51955307259999,1221778067.09,2050134493.6125927,-958097907.6963084,,,
94,96.5251396648,1324060008.28,872143708.4006975,-152232487.5076697,,,
95,97.530726257,1404180103.01,-441768851.9100904,707491412.9743922,,,
96,98.5363128492,1457608495.17,-1747375090.8310757,1598632443.7578788,,,
97,99.5418994413,1488868354.9,-2916494401.468361,2481044290.181819,,,
98,100.5474860335,1502623423.23,-3834304995.762466,3268974463.582555,,,
99,101.5530726257,1483048743.91,-4384316003.477299,3821989425.5561104,,,
100,102.5586592179,1382112258.0,-4456089885.161947,3993130651.016332,,,
101,103.5642458101,1150279309.07,-4002715439.222805,3712668839.079487,,,
102,104.5698324022,781072328.114,-3100958718.717954,3021086420.02526,,,
103,105.5754189944,295478519.967,-1922184154.4247973,2015087414.7207708,,,
104,106.5810055866,-305213081.676,-637814875.1541693,787705575.2535565,,,
105,107.5865921788,-1030069026.34,624525311.2087169,-582277475.6581275,,,
106,108.5921787709,-1864722929.87,1786956973.5419948,-2032787292.1904132,,,
107,109.5977653631,-2746581346.97,2808431640.552494,-3482699406.9744663,,,
108,110.6033519553,-3504240808.63,3586214556.0968223,-4710665639.77733,,,
109,111.6089385475,-3853491893.5,3901562831.462021,-5318183432.706944,,,
110,112.6145251397,-3586069308.48,3587928415.5509667,-4983054765.360507,,,
111,113.6201117318,-2798130559.26,2758454474.45625,-3811174399.580647,,,
